shap_total_claims,shap_unique_patients,shap_unique_physicians,shap_inpatient_claims,shap_outpatient_claims,shap_avg_claim_amount,shap_total_claim_amount,shap_max_claim_amount,shap_avg_deductible,shap_avg_hospital_stay,shap_max_hospital_stay,shap_avg_claim_duration,shap_unique_diagnosis_1,shap_unique_diagnosis_2,shap_unique_diagnosis_3,shap_avg_patient_age,shap_deceased_patient_rate,shap_chronic_alzheimer,shap_chronic_heartfailure,shap_chronic_kidney,shap_chronic_cancer,shap_chronic_diabetes,shap_claims_per_patient,shap_claims_per_physician,shap_inpatient_ratio,shap_diagnosis_diversity,fraud_probability,actual_fraud,predicted_fraud,top_fraud_driver
-0.07734583,-0.100896865,0.030878538,-0.013144753,-0.12604696,0.13107148,-2.070007,-0.21232261,0.13369119,-0.020823684,-1.3986764,-0.11090917,-0.1253461,-0.04350723,-0.106721245,-0.27569854,-0.2249244,-0.25563207,-0.06308147,0.087174036,-0.6968181,-0.34049627,-0.8954974,-0.46542823,0.038926292,-0.052176792,0.0012835304,0,0,total_claim_amount
0.033334367,-0.33217227,-0.019243306,0.017685592,0.021556603,-0.37460753,0.86832774,-0.3108653,0.08539843,0.16565338,-1.0442431,-0.3096277,0.0905913,-0.104268804,0.12579307,-0.1848734,0.26956978,-0.07343397,-0.35788605,-0.2494013,0.06099244,-0.3220356,-0.017885406,-0.169372,-0.12713248,0.120608345,0.17644313,0,0,max_hospital_stay
-0.018951159,-0.1724409,-0.22362037,0.07097565,-0.12597726,-0.5540233,-2.349221,-0.12190988,-0.7076817,0.09073285,-0.8611608,-0.27202618,-0.11973749,-0.17569913,-0.0054855207,-0.1433033,-0.14863762,-0.25513476,-0.7746775,-0.66257095,-0.43854675,-0.04816744,0.7428225,-0.0878291,-0.09686696,-0.2983513,0.000775996,0,0,total_claim_amount
-0.03460767,-0.09369109,-0.21505532,0.053641845,-0.13628513,0.20630261,-0.5842608,-0.055180993,0.23477608,-0.20481677,-1.0981989,-0.22213753,-0.18723102,-0.13339776,-0.03527236,-0.053404257,-0.25522986,-0.12776792,-0.14057894,0.10650286,-0.5866696,-0.32489756,-1.2287656,-0.19212674,0.055087484,-0.0411184,0.009035838,0,0,claims_per_patient
-0.13309287,-0.07891217,0.029423703,0.042215824,-0.093632415,-0.607737,-2.17024,-0.0020598588,0.12506978,0.109115645,-0.9273543,-0.18807691,-0.11828919,-0.10623322,-0.036045693,-0.30846542,-0.12556013,-0.09595373,-1.2234744,-0.5271125,0.090351045,0.06726853,-0.48601094,-0.08258966,-0.107949145,-0.21480861,0.0013952963,0,0,total_claim_amount
-0.06642028,0.086173765,-0.05058815,0.020724593,-0.047663324,-0.49507254,-2.1447034,-0.5613774,-0.62298054,0.18407524,-1.1542222,-0.1974937,-0.066866025,-0.18596621,-0.28474638,-0.20560892,-0.21933351,0.08953026,0.04373077,-0.24637607,-0.53350127,-0.0026450325,-0.46918595,-0.036888737,-0.10474797,-0.2565662,0.00097527326,0,0,total_claim_amount
-0.060236953,0.016856058,-0.03799904,0.022138044,-0.08173701,-0.43356544,-1.2635483,-0.31875026,-0.36369783,0.15512499,-1.0586762,-0.41537997,-0.09505276,-0.14699249,-0.22665645,-0.19633886,-0.32464233,-0.21782711,-0.26974833,-0.16440743,-0.17969087,-0.24983633,-0.4444427,-0.20958823,-0.12956053,-0.09085838,0.002049287,0,0,total_claim_amount
-0.0008442383,-0.09166275,-0.118358344,0.021023877,-0.09234213,-0.7302744,-1.9617046,-0.11263453,-0.69986016,0.09896668,-1.0151007,0.28306034,-0.05955175,-0.123108186,-0.05620437,-0.22448976,-0.18976632,-0.2530077,-0.035971053,-0.83095753,-0.5288087,0.03324649,-1.0146409,-0.4149318,-0.065744326,-0.16764921,0.00042866098,0,0,total_claim_amount
-0.06381097,-0.14387593,-0.2013738,0.030517267,-0.18796583,-0.16163616,-2.106258,-0.5939441,-0.49068955,0.054598823,-1.0366986,-0.32662216,-0.20309117,-0.08437367,-0.032321937,0.46353698,-0.2141404,-0.25523585,-0.057506207,0.006430759,-0.7167441,-0.2254448,-0.88775724,0.031574517,-0.095550984,-0.08121517,0.00092694064,0,0,total_claim_amount
-0.09716792,-0.1527845,-0.012678451,-0.008202625,-0.06487809,-0.24177356,-2.2257724,0.035390045,0.18102129,-0.15549776,-1.1357185,-0.2201441,-0.06989076,-0.09073843,-0.2570387,-0.2736375,0.4601552,-0.32797217,-0.01772106,0.6687399,-0.22532678,-0.12082206,-1.1492783,-0.46211094,-0.018702623,-0.12448358,0.004029254,0,0,total_claim_amount
-0.05855322,-0.11124756,0.001730575,0.015821725,-0.13110177,-0.62684935,-2.090283,-0.09819147,-0.5886449,0.07094483,-1.0115346,-0.17953183,-0.11443468,-0.057073686,-0.025135975,-0.28081965,-0.23227072,-0.061923057,-0.8758566,-0.04144666,-1.0289851,-0.30421248,-0.9949071,-0.47308984,-0.1000387,-0.10440071,0.00013567155,0,0,total_claim_amount
-0.13245952,-0.063738026,-0.10684446,0.08148392,-0.093783155,-0.53732765,-2.2217903,0.088733986,-0.2496477,0.09927493,-1.1223321,-0.33593994,-0.1340289,-0.121248975,-0.15421715,-0.21041092,-0.22656189,-0.07537193,-0.089713745,-0.0057613915,-0.045179058,0.19196272,-0.9147867,-0.07734844,-0.111157216,-0.18894139,0.002107309,0,0,total_claim_amount
-0.08907498,-0.10943531,-0.09586999,-0.01131089,-0.05723149,-0.5205504,-2.0953858,-0.08337834,-0.52554804,0.12933594,-1.0163224,-0.11003362,-0.06721461,-0.11968849,-0.027932245,-0.47395274,-0.18475813,-0.34167412,-1.0337678,0.64086,-0.018571459,-0.14304054,-1.0929859,-0.47821248,-0.086850286,-0.06982595,0.00056083634,0,0,total_claim_amount
-0.1272045,-0.0028414698,-0.083892785,0.05588288,-0.028096866,-0.30337635,0.10794263,-0.56335896,-0.011340122,0.14170521,-0.027783686,-0.3342003,-0.043024786,-0.09978429,-0.13015197,-0.20597942,-0.008027955,-0.013782615,-1.3410577,-0.53454053,-0.11823422,0.019600552,-1.2733837,0.041446242,-0.0953665,-0.07989141,0.011409445,0,0,chronic_heartfailure
-0.10382731,0.09507149,-0.07005565,0.034692463,-0.037377276,-0.41240534,-2.0543547,-0.39940563,-0.49629372,0.11865228,-0.8966477,0.025109185,0.0209495,-0.018532133,-0.17260477,-0.16610673,-0.25163445,0.0016846746,0.048364908,-0.094558224,-0.14090167,-0.16253763,0.114256375,-0.07355542,-0.09613189,-0.3922099,0.006803732,0,0,total_claim_amount
0.009010612,-0.074509285,-0.20552397,0.11620423,-0.16479018,0.010765772,-0.577166,-0.19934656,0.15543538,-0.10535875,-1.5108237,-0.108486,-0.17814048,-0.1544848,-0.13628288,-0.29984677,-0.18317002,-0.17057237,-0.058109596,-0.03593194,0.15785703,-0.2911054,-1.6429943,-0.16942325,0.00866171,-0.16807592,0.004589864,0,0,claims_per_patient
-0.090497255,0.06484756,-0.011412247,0.01685867,-0.12034374,-0.7522441,-2.322746,-0.4712317,-0.57755107,0.10413642,-1.2562665,-0.16902621,0.024450704,-0.083994746,-0.16502853,-0.2706876,-0.2060261,0.0331004,-0.21993701,0.08792575,-0.07942015,-0.25631237,-0.27675503,-0.10254531,-0.06923932,-0.20438069,0.0011379111,0,0,total_claim_amount
-0.06722871,0.13097969,-0.11168441,0.08070582,-0.015509725,-0.0781743,0.9709032,-0.19023314,0.21650226,-0.056616712,1.0542607,0.24440488,0.019981917,-0.042513672,-0.14651953,-0.6045514,-0.16062392,-0.14124931,-1.2353164,0.089564055,-0.36956674,0.041746855,-0.0020832755,-0.17457649,0.10208184,-0.068723045,0.52070445,0,1,chronic_heartfailure
-0.103288695,-0.015844468,-0.0060185613,0.027665483,-0.012106554,-0.6264307,-2.4204316,-0.072797135,-0.6370113,0.105118245,-0.9693461,-0.2871803,0.04122414,-0.09482275,-0.15665826,-0.20417722,-0.17561877,-0.23349032,-0.8940523,-0.21749376,-0.38906333,-0.17502046,-0.32725593,-0.09026281,-0.10789295,-0.039929558,0.0005609679,0,0,total_claim_amount
-0.019304188,-0.036079247,0.042772498,0.093381874,-0.081835926,0.32789963,-0.46511483,0.28406098,0.17234866,-0.9620302,2.01368,-0.3385222,-0.11640156,-0.08443816,-0.060753934,-0.45726025,-0.13036203,-0.44457015,-0.031961426,-0.24843082,-0.63439274,0.060885902,-0.433387,-0.64973575,0.050526693,0.0048250174,0.17547728,0,0,max_hospital_stay
-0.12339699,0.09070862,-0.016202891,0.09733098,-0.030466083,0.09689409,-2.0004783,-0.09191651,0.06560305,0.2255216,-0.8488582,-0.25310132,0.059651624,-0.060922217,-0.13400938,0.01366788,-0.09045762,0.025817914,0.11178492,-0.14344022,-0.3900989,-0.08571457,0.3432558,0.14423078,-0.118186876,-0.11240925,0.06733983,0,0,total_claim_amount
-0.051715545,-0.041809075,-0.20101582,0.022019913,-0.051887546,-0.38322768,-1.646216,-0.59097886,-0.10391103,0.20154628,-0.79442155,-0.29909816,-0.07136482,-0.10540111,-0.24362673,-0.19334656,0.09023644,0.015548283,0.021649819,-0.017001944,0.052878037,0.030394668,-0.5154198,-0.36299253,-0.11968591,-0.20584784,0.0069104056,0,0,total_claim_amount
-0.06538126,0.13393609,0.057065748,-0.003949087,0.08520992,-0.70434713,-1.7878406,-0.078071795,-0.07159521,0.0988118,-0.8584621,0.42796603,0.09037947,-0.06786689,0.033578377,-0.08308053,-0.039831568,-0.117045894,-0.020786656,-0.44460556,0.044094224,0.03713541,-0.35506725,-0.045704953,-0.07446274,-0.3494193,0.02758696,0,0,total_claim_amount
-0.07323421,-0.07118806,-0.13218339,-0.05270174,-0.11255844,-0.60090935,-1.835644,-0.12270274,-0.65867907,0.09435161,-1.0806698,-0.032302912,-0.1345128,-0.06633543,-0.024797106,-0.32478255,-0.2566647,-0.12358148,-0.05444496,0.6297383,-1.328667,-0.27388525,-0.9990392,-0.14284246,-0.07361527,-0.040944017,0.0006778577,0,0,total_claim_amount
-0.08054858,-0.055907127,0.0027518605,0.16745493,-0.11853612,-0.07485381,-1.3885647,-0.16788813,0.0771571,-0.033950135,-0.9144911,-0.2126977,-0.18153761,-0.124938324,-0.070183486,-0.32789618,-0.12758377,-0.25165027,0.09706515,-0.1676809,0.16152692,-0.3217002,-1.3852689,0.09843517,0.050660267,-0.12202427,0.0075701126,0,0,total_claim_amount
-0.0939693,-0.14067766,0.042487364,0.0049777776,-0.07018795,-0.5672591,-2.176824,-0.079118595,-0.47303972,0.10831562,-1.0531237,-0.3507711,-0.045900807,-0.08544871,-0.13500248,-0.2194088,0.22083504,-0.013682136,-0.75896037,-0.81509745,-0.1819226,-0.029467875,-0.9913134,-0.1561386,-0.12253393,-0.23178403,0.0004022179,0,0,total_claim_amount
0.012727052,-0.07056678,0.03643036,0.069090195,-0.12793106,-0.80886877,-2.022224,-0.1398219,-0.64965856,0.033160176,-1.0539799,0.03353522,-0.10688216,-0.12637173,-0.031350777,-0.084713824,-0.14026672,-0.12589401,-1.269977,-0.7386197,0.032809887,0.15708719,-1.0906535,-0.11658831,-0.07828267,-0.17391789,0.00034047494,0,0,total_claim_amount
-0.1353844,-0.10986372,-0.011709589,0.04996901,-0.09825075,-0.78204244,-2.2486079,-0.22005983,-0.8096671,0.08551945,-0.97098553,0.22636713,-0.120300114,-0.123368815,-0.1098109,-0.37275416,-0.136279,-0.018947372,-0.14017242,-0.8118674,-0.5756684,0.040098444,-0.5015303,-0.07113218,-0.076205574,-0.16124867,0.00049671205,0,0,total_claim_amount
-0.07897278,0.09285022,0.02976591,0.035227634,-0.07180169,-0.6578865,-2.0647805,-0.38463345,-0.6839108,0.13260758,-1.0174458,0.05765392,0.075310506,-0.07565765,-0.23731098,-0.23035997,-0.23512937,-0.31864917,-0.18748961,-0.260502,-0.5466962,-0.13580981,-0.12633002,0.029939098,-0.1057538,-0.1599673,0.0014585812,0,0,total_claim_amount
-0.104726605,0.019636724,-0.19020428,0.03855365,-0.040348236,-0.081790805,-0.74008125,-0.084983066,-0.021348163,0.20579964,-0.7836481,-0.432675,-0.051888335,-0.14803818,-0.2425906,-0.034788728,-0.17440233,-0.08923888,0.102539435,-0.8375522,0.12364614,-0.2485424,-0.6233733,-0.20785348,-0.15660587,-0.13370386,0.012852206,0,0,chronic_kidney
-0.0963399,-0.117511876,-0.21527584,0.12221186,-0.035026517,-0.07576368,-0.80786586,-0.27659798,-0.0058464603,0.21126458,-0.6399279,-0.031210857,-0.061968993,-0.10994615,-0.23470837,-0.19715215,0.20392045,0.0020527435,-1.1587813,-0.24664484,0.028173987,0.13441798,-0.34429818,-0.00074681535,-0.13362056,-0.3606632,0.020816946,0,0,chronic_heartfailure
-0.04792134,0.018458817,0.050004967,-0.5890791,-0.03674896,0.012284954,1.0453343,-0.14935014,0.31957307,-0.081265405,-0.9917256,-0.120955534,-0.046433717,-0.1304447,-0.15855098,0.039821588,-0.04129386,0.06608841,0.057215694,-0.14335997,0.14343135,0.20348082,-0.26652178,-0.031517968,0.11639254,0.14332113,0.4942858,1,0,total_claim_amount
-0.030226095,0.110073455,0.07336917,-0.109222256,-0.037556846,-0.050525557,1.0152684,-0.16070986,0.21187419,-0.054493908,1.5812676,0.031717002,-0.04473946,-0.04048388,-0.20529293,-0.25583237,-0.14691319,-0.13830304,0.119313575,0.21573088,0.06968247,0.19886066,-0.28657082,-0.427506,0.14756559,-0.19187403,0.8994726,1,1,max_hospital_stay
-0.20473939,0.08255937,-0.012249358,0.04009693,-0.06362081,-0.05765573,-2.0559585,-0.31453592,0.00087477104,0.064281836,-1.0032833,-0.26694465,0.04916596,-0.029512446,-0.18861234,-0.21309075,-0.22757281,-0.0601269,-0.28947413,-0.731145,0.07864027,0.106425285,-0.5045117,0.086581774,-0.10764677,-0.40302017,0.0035822627,0,0,total_claim_amount
-0.082660705,0.17303424,-0.014121566,0.03138978,-0.030085921,-0.55537105,-2.290864,-0.24037293,-0.27985775,0.18982999,-0.7500691,-0.100010425,-0.10534965,-0.07070898,-0.18375288,-0.031610068,-0.26642755,0.112829976,0.023962015,-0.030318078,0.012865458,-0.06981282,0.49511886,-0.109999016,-0.0798805,0.20166434,0.03065947,0,0,total_claim_amount
-0.13304542,-0.075783886,0.026430177,-0.058037814,-0.10195266,0.22537169,0.25599143,-0.23820671,0.19347228,-0.039995544,-2.0517046,-0.07876599,-0.19884649,-0.17793019,-0.21990365,-0.39604852,-0.26888102,-0.3054845,0.023795558,0.073968865,-0.85393184,-0.14513153,-1.4198195,-0.15523827,0.04793185,-0.04865962,0.003975971,0,0,max_hospital_stay
-0.10043256,-0.08824856,0.012150076,0.06579254,-0.12761788,-0.5373878,-2.176475,-0.19125868,-0.6727498,0.048774548,-1.0923758,-0.0033301131,-0.092463434,-0.0965952,-0.025186976,-0.29049176,-0.11753159,-0.32159185,-0.902829,-0.7739922,-0.48879477,0.01005967,-0.33687523,-0.0011124928,-0.11380666,-0.3075106,0.0002959636,0,0,total_claim_amount
-0.07976776,0.23256458,-0.13006827,0.18038838,-0.0020594138,-0.4860024,-0.73659426,-0.452097,0.012264981,0.20871302,1.7088878,0.022664173,-0.07091083,-0.12984414,-0.23922373,-0.32436055,-0.1493515,-0.14042167,-0.07406346,-0.09385064,-0.3951439,0.01524684,-0.38208964,0.016737005,-0.14233871,-0.3537204,0.19980113,1,0,max_hospital_stay
-0.024874743,0.044512454,-0.081869386,0.031203737,-0.07210688,-0.49032342,-2.0746474,0.16764028,-0.49107638,0.13788912,-0.8852459,-0.3113988,-0.091085464,-0.097070426,-0.27530617,-0.25251698,-0.22876248,-0.18956374,-0.076495275,-0.23362163,-0.21025594,0.06894864,0.11093652,-0.030326232,-0.09591797,0.21583113,0.007855889,0,0,total_claim_amount
0.10150562,0.08299645,-0.028066112,0.014805328,0.2257201,-0.2248728,0.8874655,-0.3539016,-0.38432318,0.22337131,-0.6556694,-0.4300364,0.19612753,0.12953073,1.0406339,-0.25351775,-0.12615763,-0.00432051,-0.053146064,-0.15665685,0.17245652,-0.21166687,1.0457711,-0.30168355,-0.093913056,0.30512482,0.8512555,0,1,claims_per_patient
-0.052016445,-0.08932937,0.06027627,0.11070378,-0.09331454,-0.3222013,1.3148406,-0.48071083,-0.0758342,-0.32730213,1.1292609,-0.035881016,0.02719829,-0.008533746,-0.057890307,0.04404176,-0.03831116,0.07662349,-0.0033810753,-0.27270573,0.088572435,0.071411364,0.2560896,0.13785498,-0.25565085,0.19287717,0.8801227,0,1,total_claim_amount
-0.07745931,0.09844668,-0.2177757,0.08400045,-0.01596582,-0.59205,-2.0058599,-0.47618285,0.01896697,0.12931262,-1.1456391,-0.34918204,0.01639116,-0.07798041,-0.08192963,-0.31455234,-0.15387502,-0.2749267,-0.20800129,-0.10418512,0.03398753,-0.23336042,-1.1955513,-0.2588832,-0.099940024,-0.28173912,0.0007557588,0,0,total_claim_amount
-0.051157992,-0.036771,-0.10163446,0.069239095,-0.08535448,-0.43232894,-1.6875272,0.035001438,-0.64972866,0.17589787,-1.0386045,0.19819193,-0.056887273,-0.10029488,-0.10046949,-0.12357292,-0.18782431,-0.0781683,-0.020002453,1.0908566,-0.31911844,-0.12241813,-1.0025926,-0.115569405,-0.050035276,-0.14745076,0.012850724,0,0,total_claim_amount
-0.048066165,0.027894195,-0.19078366,0.018346451,-0.05925561,0.355762,-2.0012462,-0.53105557,-0.38086402,0.1300613,-1.0772917,-0.18514867,-0.050399873,-0.14107953,-0.23766242,-0.23470686,0.014472922,-0.1877163,-0.28775603,-0.46149182,-0.03570448,-0.059691314,-1.0819645,-0.1735825,-0.063544974,-0.37034747,0.0012100016,0,0,total_claim_amount
-0.1173301,-0.13879055,-0.019848727,-0.05136372,-0.1490876,-0.91114855,-2.2619393,-0.3266652,0.017222157,0.06635813,-1.1277057,0.16374217,-0.16580184,-0.09215831,-0.039108485,-0.27781838,-0.17767197,-0.04150784,0.097395636,-0.8427026,-1.0165613,-0.25843588,-1.0799495,-0.14504966,-0.09932221,-0.09267316,0.00020526155,0,0,total_claim_amount
-0.08013348,0.09384485,0.03512292,0.0017012842,-0.07345064,-0.84230036,-2.304473,-0.40373144,-0.61856574,0.10138759,-0.9120141,-0.067170806,0.065473825,0.0060023023,-0.19183636,-0.30350715,-0.18324098,-0.013842607,0.06880016,-0.5054031,-0.14810386,0.2463062,-0.30718207,-0.032642957,-0.06942041,-0.26814625,0.0022164583,0,0,total_claim_amount
-0.08613249,-0.006020975,-0.103651024,0.07781974,-0.05023314,-0.26602504,-1.5620106,-0.19544767,0.029676622,0.120229706,-1.1942282,-0.37516907,-0.06577772,-0.13764174,-0.22956014,-0.2034306,-0.10195313,0.04327114,-1.2061083,0.03182485,0.0046668807,0.116411924,-1.0671107,-0.1669471,-0.1417479,-0.27397177,0.001638449,0,0,total_claim_amount
-0.12670957,0.13634452,-0.3169025,-0.02034146,-0.03237175,-0.645869,-1.816654,-0.05853777,-0.3989634,0.050212838,-0.8676703,0.10300021,0.09832472,-0.03806139,-0.21265607,-0.060982283,-0.13125722,0.096018545,0.07519635,-0.906628,0.070764504,-0.17713547,0.017920038,-0.22715677,-0.13024548,-0.36560753,0.0050211404,0,0,total_claim_amount
-0.11799428,-0.09707674,0.03904747,0.049169842,-0.062122684,-0.16634248,-1.9383336,-0.23728922,0.124646716,-0.04186305,-1.27632,0.18959635,-0.062478703,-0.064319484,-0.09605104,-0.37457508,-0.11122876,-0.03997427,-0.60728323,0.48896375,0.017219335,-0.15603493,-1.2042031,-0.49720675,0.048586547,-0.18856384,0.0030634927,0,0,total_claim_amount
-0.034093432,-0.13982996,-0.04804958,0.04710463,-0.08904152,-0.5522269,-2.115849,0.04130547,0.1615941,0.105221055,-1.1659676,0.20389307,-0.055937555,-0.06993936,-0.06715251,-0.47223818,-0.22929049,-0.054414224,-0.15788028,-0.87516296,-0.18431823,-0.2191895,-1.0056156,-0.08967305,-0.07415126,-0.15178871,0.0012345762,0,0,total_claim_amount
-0.09652124,-0.06068194,-0.028061092,0.033524003,-0.08464768,-0.7084794,-2.1888323,-0.16178855,0.15763517,0.07803842,-0.993581,-0.245245,-0.1599288,-0.053148154,-0.07874236,-0.1826278,-0.15952896,-0.013177046,-1.2197566,-0.27125153,-0.27335882,-0.23240493,0.19298515,-0.05395422,-0.12595409,-0.21183716,0.0014360475,0,0,total_claim_amount
-0.06182621,-0.12968585,-0.14927165,0.048050765,-0.12736367,-0.28262365,-2.4025798,-0.4952422,0.018323831,0.11988979,-1.4265484,-0.11138023,-0.15571629,-0.123803034,-0.16791326,-0.13885829,-0.19017878,-0.11026373,-0.2102999,-0.045184176,-0.24813563,-0.06631066,-0.96918726,-0.19586977,-0.06636985,-0.2250642,0.00066403457,0,0,total_claim_amount
-0.087599196,-0.16308223,-0.2808011,0.05915946,-0.078546755,-0.19446954,-2.2585683,-0.032988768,0.00072518433,0.2180926,-0.9195186,-0.12323698,0.04923638,-0.10587719,-0.23613714,-0.3116471,-0.14893873,-0.10076149,-0.12982924,-0.14349629,0.120882384,0.09236999,0.6780763,-0.22278728,-0.1439854,-0.39836568,0.0138545055,0,0,total_claim_amount
-0.0679158,0.16784255,-0.017429477,0.08461064,0.061559066,-0.25978446,-0.83604425,-0.15391414,-0.07996569,0.15214328,-1.2740912,-0.07770918,-0.01801002,-0.07262725,-0.31917942,-0.40198457,-0.27215448,-0.19459046,-0.2115797,0.14299393,-0.16711381,-0.123752095,0.056024503,-0.038994998,-0.13635568,-0.38292366,0.020958247,0,0,max_hospital_stay
0.03912098,-0.5385904,-0.39080796,0.03110489,0.011337739,0.36452344,-0.71218604,-0.2915002,-0.25752604,0.15237704,-0.87303853,-0.15343867,0.016533883,-0.026924012,-0.019227026,-0.16724436,0.31490153,-0.05450132,0.03405026,-0.67560464,0.057945855,-0.22100106,-1.1150537,-0.170702,-0.104319505,0.24021901,0.019595861,0,0,claims_per_patient
-0.040496103,0.00597414,-0.12544613,0.025112592,-0.025542004,-0.12118243,-1.1482077,-0.23374009,-0.25879776,0.14756069,-0.95581365,-0.09681571,-0.06762632,-0.086504236,-0.22635972,0.045876957,-0.03172239,-0.029158294,0.10382017,-0.3869235,-0.22522348,-0.1891359,0.09699068,-0.36347693,-0.10535442,0.1873073,0.029085996,0,0,total_claim_amount
-0.12346013,-0.11201857,0.012216527,0.09255547,-0.14169464,-0.15979868,-1.9685704,-0.21139698,0.012830801,0.059108075,-1.3641769,-0.24585748,-0.16085087,-0.055052087,-0.061060194,-0.22977383,-0.08345962,-0.07002536,-0.103924975,-0.56465656,-0.64960724,0.014514371,-1.0761188,-0.31066227,-0.03263967,-0.1619944,0.00082551746,0,0,total_claim_amount
-0.12849946,0.16565022,-0.1735325,0.011739284,-0.06933114,-0.67610615,-1.9054239,-0.49901778,-0.2727876,0.09343731,-1.059941,-0.015062702,0.07175495,-0.0071055545,-0.2811727,-0.24200696,0.09623891,-0.12845455,-0.22956535,-0.8149067,-0.34848547,-0.10937765,-0.8393162,-0.07472289,-0.07323168,-0.3325451,0.00071331457,0,0,total_claim_amount
-0.049491636,0.13492271,-0.21480148,0.11574239,0.021540241,-0.062267303,0.85441685,-0.1539063,0.18764128,-0.05615048,1.5730529,0.1098496,0.028551035,-0.040238008,-0.13893324,0.12898116,-0.06452634,-0.4205134,0.038158484,0.09302527,0.08207016,-0.23975214,-0.18035191,0.05610231,0.09824678,-0.24457087,0.90496963,0,1,max_hospital_stay
-0.10762728,0.018944412,-0.023206102,0.093282826,-0.08249973,-0.027017578,-0.71817493,-0.035599917,0.22532056,-0.033592366,-1.6966308,-0.033606768,-0.17870733,-0.08564648,-0.18385106,-0.09445642,-0.13832505,-0.13721989,-0.1225186,0.06395492,-0.39160022,-0.22880806,-0.43768543,-0.01581611,0.07472286,-0.23241742,0.01922981,0,0,max_hospital_stay
-0.06597953,0.0043725837,0.18961255,-0.8889931,-0.020662412,0.115242526,1.2947888,0.33197474,0.2543331,-0.1046416,1.1838026,0.06318323,-0.038843807,-0.022787802,-0.11336217,0.092964545,-0.11432183,-0.17302823,-0.08747076,0.17812614,-0.298595,-0.18802129,-0.32177982,0.057054907,0.14278038,0.014253642,0.8890335,1,1,total_claim_amount
-0.14278692,0.031866435,0.0124042565,0.0052917013,-0.08864845,-0.61266226,-2.2506907,-0.16459455,-0.45323017,0.08754667,-0.8554357,-0.28554472,0.03968329,0.010872648,-0.25555736,-0.25908518,0.14142187,-0.18782994,-0.8807528,-0.917537,-0.14947586,-0.12553965,-0.4561174,-0.029351186,-0.10757848,-0.3694822,0.0004683089,0,0,total_claim_amount
-0.12137823,0.022000879,-0.013172197,0.087633505,-0.052932337,-0.6422472,-2.108504,-0.19006981,-0.52837723,0.11557553,-1.0682913,-0.13634045,-0.15308657,-0.09194963,-0.11920886,-0.43833718,-0.16306916,-0.19403866,-0.8108926,-0.7986897,-0.20654209,-0.19106512,-1.2134672,-0.12961297,-0.07515412,-0.19753066,0.00014745412,0,0,total_claim_amount
-0.2270133,0.018117374,-0.006516653,0.037456196,-0.06493996,-0.11379235,-1.0854954,-0.06943723,0.023627505,0.23413068,-1.21145,-0.15558925,0.039052516,-0.12638977,-0.15143716,-0.21310402,-0.11722859,-0.02559383,-0.89183897,-0.13544334,-0.22068535,-0.19084953,0.3222569,-0.16783075,-0.07896452,-0.33709514,0.013136321,0,0,max_hospital_stay
-0.07265149,0.13463669,0.018348511,0.0395973,-0.022459686,-0.4807992,-1.9433095,-0.43230945,-0.624687,0.0780391,-1.0181155,-0.2921248,-0.090524964,-0.15026402,-0.23197737,-0.18945773,-0.20302548,-0.30661467,-0.9988831,-0.23321421,-0.34885532,-0.10641203,0.07178639,-0.08439893,-0.09650485,-0.39700234,0.00062055007,0,0,total_claim_amount
-0.050003745,-0.060891736,-0.13298576,0.12313773,-0.09480975,0.017668122,-1.8445535,-0.4833468,0.13773052,-0.7114931,0.2870441,-0.3788222,-0.105571054,-0.11457124,-0.014587536,-0.483675,-0.08303249,-0.21940386,-0.6892611,-0.60502774,-0.46503803,0.024592254,-1.2847643,-0.19038329,-0.016449861,-0.13874184,0.0009291198,0,0,total_claim_amount
-0.09322428,0.0883921,0.04777667,0.131385,-0.03228156,-0.3995993,0.34448394,-0.24500635,-0.043479946,0.23686719,-0.9338006,-0.089332655,-0.08228556,-0.054875758,-0.20080307,-0.13615109,-0.19021697,-0.3435997,-0.9540834,-0.0915188,-0.527677,-0.29612124,0.61619025,-0.09933111,-0.15429908,-0.25751364,0.04057424,1,0,chronic_heartfailure
-0.035535663,-0.08798121,0.044932473,0.061121453,-0.0795018,-0.6003991,-2.1601985,-0.080554664,-0.6356225,0.1095483,-1.1350904,-0.118619524,-0.054466665,-0.096723385,-0.045583807,-0.2658821,-0.18266456,-0.061081506,-0.6248044,-0.79751885,-0.148773,-0.075149044,-1.034951,-0.4381697,-0.11070328,-0.15752049,0.00027049438,0,0,total_claim_amount
-0.02495348,-0.16674533,-0.10671797,0.019729327,-0.07905469,-0.5636097,-2.1688232,-0.014104925,-0.64125085,0.14841095,-1.1428397,0.017568337,-0.07944411,-0.12332135,-0.13502745,-0.37025434,-0.30304462,-0.21648133,-0.23216166,-0.069828466,-0.29759884,-0.12879601,-0.86228067,-0.17519799,-0.07632502,-0.17308968,0.0006305147,0,0,total_claim_amount
-0.026003892,0.0799101,-0.07636552,0.04284338,-0.014519459,0.034956627,0.30909836,-0.09766477,0.015679836,0.19157127,-1.1694841,0.12868594,0.0020657768,-0.04542106,-0.078688435,-0.4604073,0.1778896,-0.17163768,-0.30191174,-0.24320613,0.13255472,-0.04179558,0.9224531,-0.01629855,-0.09975249,-0.017522307,0.443723,0,0,max_hospital_stay
