Provider,total_claims,unique_patients,unique_physicians,inpatient_claims,outpatient_claims,avg_claim_amount,total_claim_amount,max_claim_amount,avg_deductible,avg_hospital_stay,max_hospital_stay,avg_claim_duration,unique_diagnosis_1,unique_diagnosis_2,unique_diagnosis_3,avg_patient_age,deceased_patient_rate,chronic_alzheimer,chronic_heartfailure,chronic_kidney,chronic_cancer,chronic_diabetes,claims_per_patient,claims_per_physician,inpatient_ratio,diagnosis_diversity,PotentialFraud,FraudProbability,RiskCategory,PredictedFraud
PRV51670,436,286,72,1,435,281.76605504587155,122850,6000,5.31651376146789,0.01834862385321101,8.0,1.3188073394495412,357,163,117,74.7545871559633,0.013761467889908258,1.628440366972477,1.4541284403669725,1.6307339449541285,1.8738532110091743,1.3807339449541285,1.5244755244755244,6.055555555555555,0.0022935779816513763,0.8188073394495413,0,0.0276,Low,0
PRV51671,39,39,14,0,39,217.69230769230768,8490,1400,2.5641025641025643,0.0,0.0,0.717948717948718,37,19,14,73.33333333333333,0.0,1.6923076923076923,1.358974358974359,1.5897435897435896,1.9230769230769231,1.3333333333333333,1.0,2.7857142857142856,0.0,0.9487179487179487,0,0.0026,Low,0
PRV51672,6,6,3,0,6,378.3333333333333,2270,1800,0.0,0.0,0.0,0.16666666666666666,6,5,3,67.83333333333333,0.0,1.5,2.0,1.8333333333333333,2.0,1.3333333333333333,1.0,2.0,0.0,1.0,0,0.0003,Low,0
PRV51673,183,77,1,0,183,279.672131147541,51180,3300,3.7158469945355193,0.0,0.0,1.0437158469945356,167,76,50,72.60109289617486,0.00546448087431694,1.710382513661202,1.5081967213114753,1.710382513661202,1.8032786885245902,1.366120218579235,2.3766233766233764,183.0,0.0,0.912568306010929,0,0.0105,Low,0
PRV51674,4,4,2,0,4,350.0,1400,800,0.0,0.0,0.0,0.0,4,3,2,78.25,0.0,1.75,1.75,1.75,2.0,1.0,1.0,2.0,0.0,1.0,0,0.0003,Low,0
PRV51675,28,28,9,0,28,274.64285714285717,7690,1700,3.5714285714285716,0.0,0.0,1.3571428571428572,27,14,10,69.92857142857143,0.0,1.6071428571428572,1.3214285714285714,1.7142857142857142,1.8571428571428572,1.4285714285714286,1.0,3.111111111111111,0.0,0.9642857142857143,0,0.0064,Low,0
PRV51676,138,126,22,3,135,666.0869565217391,91920,35000,26.985507246376812,0.15217391304347827,13.0,1.434782608695652,126,59,39,73.89855072463769,0.0,1.6014492753623188,1.4420289855072463,1.6014492753623188,1.8623188405797102,1.2536231884057971,1.0952380952380953,6.2727272727272725,0.021739130434782608,0.9130434782608695,0,0.007,Low,0
PRV51678,66,64,23,0,66,386.969696969697,25540,3300,4.696969696969697,0.0,0.0,1.3484848484848484,62,35,27,73.77272727272727,0.0,1.696969696969697,1.4242424242424243,1.5151515151515151,1.7878787878787878,1.3181818181818181,1.03125,2.869565217391304,0.0,0.9393939393939394,0,0.0016,Low,0
PRV51679,38,16,7,2,36,1037.3684210526317,39420,25000,58.05263157894737,0.5263157894736842,17.0,1.5263157894736843,34,18,10,76.57894736842105,0.0,1.4210526315789473,1.3157894736842106,1.6578947368421053,1.8157894736842106,1.394736842105263,2.375,5.428571428571429,0.05263157894736842,0.8947368421052632,0,0.0291,Low,0
PRV51681,26,26,9,1,25,2658.846153846154,69130,51000,41.07692307692308,0.46153846153846156,12.0,2.0384615384615383,26,13,11,70.42307692307692,0.0,1.6923076923076923,1.3846153846153846,1.5,1.8076923076923077,1.1923076923076923,1.0,2.888888888888889,0.038461538461538464,1.0,0,0.0225,Low,0
PRV51682,16,16,7,0,16,569.375,9110,6200,0.0,0.0,0.0,1.625,16,12,5,79.5625,0.0,1.4375,1.3125,1.4375,1.8125,1.125,1.0,2.2857142857142856,0.0,1.0,0,0.003,Low,0
PRV51685,55,40,4,0,55,215.0909090909091,11830,2500,1.4545454545454546,0.0,0.0,0.32727272727272727,53,32,23,74.18181818181819,0.03636363636363636,1.690909090909091,1.4363636363636363,1.6727272727272726,1.9272727272727272,1.309090909090909,1.375,13.75,0.0,0.9636363636363636,0,0.0035,Low,0
PRV51687,10,6,4,0,10,253.0,2530,1500,10.0,0.0,0.0,2.1,10,7,5,71.3,0.0,1.5,1.1,1.6,2.0,1.3,1.6666666666666667,2.5,0.0,1.0,0,0.0035,Low,0
PRV51688,9,9,5,2,7,2517.777777777778,22660,18000,237.33333333333334,0.6666666666666666,4.0,0.6666666666666666,9,7,3,71.88888888888889,0.0,1.5555555555555556,1.4444444444444444,1.4444444444444444,2.0,1.2222222222222223,1.0,1.8,0.2222222222222222,1.0,0,0.0017,Low,0
PRV51689,1,1,1,0,1,1700.0,1700,1700,0.0,0.0,0.0,0.0,1,1,0,66.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0003,Low,0
PRV51690,255,221,27,7,248,491.29411764705884,125280,11000,30.650980392156864,0.24313725490196078,23.0,1.5607843137254902,215,113,85,74.42745098039215,0.00392156862745098,1.592156862745098,1.427450980392157,1.6627450980392158,1.8470588235294119,1.3215686274509804,1.1538461538461537,9.444444444444445,0.027450980392156862,0.8431372549019608,0,0.0646,Low,0
PRV51691,88,49,4,0,88,304.4318181818182,26790,3300,2.0454545454545454,0.0,0.0,1.2727272727272727,83,46,35,71.97727272727273,0.0,1.5227272727272727,1.5340909090909092,1.6477272727272727,1.8295454545454546,1.375,1.7959183673469388,22.0,0.0,0.9431818181818182,0,0.0011,Low,0
PRV51692,11,11,1,0,11,88.18181818181819,970,200,0.0,0.0,0.0,0.09090909090909091,11,7,7,71.27272727272727,0.0,1.5454545454545454,1.5454545454545454,1.6363636363636365,2.0,1.3636363636363635,1.0,11.0,0.0,1.0,0,0.0002,Low,0
PRV51693,113,51,1,0,113,186.72566371681415,21100,3300,3.3628318584070795,0.0,0.0,0.911504424778761,101,55,32,73.75221238938053,0.0,1.663716814159292,1.4336283185840708,1.831858407079646,1.920353982300885,1.3982300884955752,2.215686274509804,113.0,0.0,0.8938053097345132,0,0.0012,Low,0
PRV51694,26,21,1,0,26,228.46153846153845,5940,1100,2.6923076923076925,0.0,0.0,0.038461538461538464,24,12,7,69.76923076923077,0.0,1.6153846153846154,1.4230769230769231,1.6923076923076923,1.7307692307692308,1.4230769230769231,1.2380952380952381,26.0,0.0,0.9230769230769231,0,0.0039,Low,0
PRV51695,429,177,1,0,429,263.8228438228438,113180,3300,2.9603729603729603,0.0,0.0,1.393939393939394,330,163,113,71.2051282051282,0.011655011655011656,1.6386946386946386,1.4731934731934733,1.606060606060606,1.8391608391608392,1.3193473193473193,2.4237288135593222,429.0,0.0,0.7692307692307693,0,0.3669,Medium,0
PRV51696,9,9,3,0,9,81.11111111111111,730,300,0.0,0.0,0.0,0.7777777777777778,9,3,2,67.11111111111111,0.0,1.6666666666666667,1.3333333333333333,1.5555555555555556,1.8888888888888888,1.3333333333333333,1.0,3.0,0.0,1.0,0,0.0012,Low,0
PRV51697,63,54,2,0,63,342.85714285714283,21600,2300,6.031746031746032,0.0,0.0,2.253968253968254,59,36,24,73.77777777777777,0.031746031746031744,1.6666666666666667,1.4126984126984128,1.507936507936508,1.6984126984126984,1.2380952380952381,1.1666666666666667,31.5,0.0,0.9365079365079365,0,0.0012,Low,0
PRV51698,13,13,2,0,13,146.92307692307693,1910,700,0.0,0.0,0.0,1.6923076923076923,13,7,3,71.76923076923077,0.0,1.3076923076923077,1.4615384615384615,1.6153846153846154,1.6923076923076923,1.5384615384615385,1.0,6.5,0.0,1.0,0,0.0005,Low,0
PRV51699,209,131,1,0,209,257.2248803827751,53760,3300,4.880382775119617,0.0,0.0,1.2535885167464116,181,101,72,71.88995215311004,0.004784688995215311,1.6411483253588517,1.4497607655502391,1.6794258373205742,1.8421052631578947,1.3349282296650717,1.5954198473282444,209.0,0.0,0.8660287081339713,0,0.0174,Low,0
PRV51702,10,10,4,0,10,323.0,3230,2300,8.0,0.0,0.0,0.0,9,5,1,69.9,0.0,1.5,1.5,1.7,1.8,1.3,1.0,2.5,0.0,0.9,0,0.001,Low,0
PRV51703,2,2,2,0,2,40.0,80,60,0.0,0.0,0.0,0.0,2,2,2,69.0,0.0,1.5,1.5,1.5,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0008,Low,0
PRV51704,1,1,1,0,1,600.0,600,600,0.0,0.0,0.0,0.0,1,0,0,66.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0.0015,Low,0
PRV51705,1,1,1,0,1,400.0,400,400,0.0,0.0,0.0,0.0,1,1,1,79.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0,0.0007,Low,0
PRV51706,2,2,1,0,2,165.0,330,300,0.0,0.0,0.0,0.0,2,2,1,79.0,0.0,2.0,1.5,1.5,1.5,1.0,1.0,2.0,0.0,1.0,0,1e-04,Low,0
PRV51707,12,12,1,0,12,22.5,270,40,3.3333333333333335,0.0,0.0,1.6666666666666667,12,8,3,75.41666666666667,0.0,1.5,1.3333333333333333,1.5,1.8333333333333333,1.3333333333333333,1.0,12.0,0.0,1.0,0,0.0021,Low,0
PRV51708,4,4,3,0,4,102.5,410,200,12.5,0.0,0.0,0.0,4,3,1,81.75,0.0,1.5,1.0,1.75,1.75,1.25,1.0,1.3333333333333333,0.0,1.0,0,0.0019,Low,0
PRV51709,10,10,9,0,10,161.0,1610,1000,0.0,0.0,0.0,0.0,10,6,3,70.3,0.0,1.8,1.3,1.8,1.8,1.3,1.0,1.1111111111111112,0.0,1.0,0,0.0003,Low,0
PRV51710,17,17,11,14,3,7122.35294117647,121080,37000,884.2352941176471,3.3529411764705883,12.0,3.3529411764705883,17,15,12,76.52941176470588,0.0,1.5294117647058822,1.1764705882352942,1.411764705882353,1.8823529411764706,1.1764705882352942,1.0,1.5454545454545454,0.8235294117647058,1.0,0,0.0104,Low,0
PRV51711,1,1,1,1,0,4000.0,4000,4000,1068.0,3.0,3.0,3.0,1,1,1,66.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0003,Low,0
PRV51712,3,3,1,0,3,286.6666666666667,860,800,0.0,0.0,0.0,4.333333333333333,3,1,1,79.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.0,3.0,0.0,1.0,0,0.0005,Low,0
PRV51713,13,13,2,0,13,106.15384615384616,1380,500,3.8461538461538463,0.0,0.0,0.3076923076923077,12,8,6,71.46153846153847,0.0,1.6923076923076923,1.3846153846153846,1.4615384615384615,1.8461538461538463,1.4615384615384615,1.0,6.5,0.0,0.9230769230769231,0,0.0019,Low,0
PRV51715,12,12,6,3,9,5611.666666666667,67340,38000,267.0,1.3333333333333333,10.0,1.3333333333333333,12,9,6,74.16666666666667,0.0,1.8333333333333333,1.4166666666666667,1.5833333333333333,1.8333333333333333,1.25,1.0,2.0,0.25,1.0,0,0.0038,Low,0
PRV51716,82,64,3,0,82,280.8536585365854,23030,2100,1.3414634146341464,0.0,0.0,0.6707317073170732,77,36,24,73.48780487804878,0.036585365853658534,1.6219512195121952,1.4634146341463414,1.5,1.8414634146341464,1.2560975609756098,1.28125,27.333333333333332,0.0,0.9390243902439024,0,0.0048,Low,0
PRV51718,8,8,2,0,8,271.25,2170,1000,0.0,0.0,0.0,2.5,7,5,4,82.375,0.0,1.75,1.75,1.75,2.0,1.375,1.0,4.0,0.0,0.875,0,0.0002,Low,0
PRV51719,4,4,3,0,4,1185.0,4740,2400,0.0,0.0,0.0,5.25,4,3,3,72.0,0.0,1.5,1.25,1.75,2.0,1.5,1.0,1.3333333333333333,0.0,1.0,0,0.0005,Low,0
PRV51720,4,4,1,0,4,180.0,720,400,0.0,0.0,0.0,0.0,4,3,1,74.0,0.0,1.5,1.25,1.5,1.5,1.0,1.0,4.0,0.0,1.0,0,0.0003,Low,0
PRV51721,5,5,2,0,5,136.0,680,200,0.0,0.0,0.0,0.4,5,3,4,83.0,0.0,1.8,1.2,1.6,2.0,1.4,1.0,2.5,0.0,1.0,0,0.0006,Low,0
PRV51722,1,1,1,0,1,30.0,30,30,0.0,0.0,0.0,0.0,0,0,0,70.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0,0.0005,Low,0
PRV51723,16,16,3,0,16,333.75,5340,3300,6.25,0.0,0.0,1.25,14,7,4,75.75,0.0,1.5,1.5625,1.6875,1.9375,1.25,1.0,5.333333333333333,0.0,0.875,0,0.0004,Low,0
PRV51724,6,6,1,0,6,413.3333333333333,2480,1400,0.0,0.0,0.0,3.3333333333333335,6,4,3,68.16666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,6.0,0.0,1.0,0,0.0005,Low,0
PRV51725,4,4,3,0,4,47.5,190,70,20.0,0.0,0.0,0.0,4,4,1,73.0,0.0,1.75,2.0,2.0,2.0,1.25,1.0,1.3333333333333333,0.0,1.0,0,0.0005,Low,0
PRV51726,21,21,2,0,21,323.3333333333333,6790,2900,0.0,0.0,0.0,3.0952380952380953,20,13,11,71.71428571428571,0.0,1.7619047619047619,1.4285714285714286,1.5238095238095237,1.9047619047619047,1.2380952380952381,1.0,10.5,0.0,0.9523809523809523,0,0.0006,Low,0
PRV51727,3,3,1,0,3,650.0,1950,1000,0.0,0.0,0.0,0.0,2,1,1,52.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,3.0,0.0,0.6666666666666666,0,0.0006,Low,0
PRV51729,19,19,3,0,19,196.8421052631579,3740,800,0.0,0.0,0.0,0.5789473684210527,18,13,9,76.6842105263158,0.0,1.8421052631578947,1.3157894736842106,1.5263157894736843,1.894736842105263,1.3157894736842106,1.0,6.333333333333333,0.0,0.9473684210526315,0,0.0014,Low,0
PRV51731,38,38,3,0,38,229.47368421052633,8720,2200,6.052631578947368,0.0,0.0,1.8421052631578947,34,28,18,71.26315789473684,0.0,1.5,1.394736842105263,1.5,1.868421052631579,1.1578947368421053,1.0,12.666666666666666,0.0,0.8947368421052632,0,0.0036,Low,0
PRV51732,12,12,2,0,12,580.0,6960,3300,5.0,0.0,0.0,2.0833333333333335,12,8,5,70.66666666666667,0.0,1.9166666666666667,1.5,1.6666666666666667,1.9166666666666667,1.3333333333333333,1.0,6.0,0.0,1.0,0,0.0009,Low,0
PRV51733,2,2,1,0,2,35.0,70,60,0.0,0.0,0.0,0.0,2,1,1,72.0,0.0,1.5,1.5,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0,0.0029,Low,0
PRV51734,20,20,1,0,20,395.0,7900,2500,1.5,0.0,0.0,1.0,19,9,5,77.55,0.0,1.55,1.6,1.7,1.85,1.3,1.0,20.0,0.0,0.95,0,0.0008,Low,0
PRV51735,4,4,1,0,4,87.5,350,200,0.0,0.0,0.0,0.0,4,2,1,75.25,0.0,1.0,1.25,1.5,2.0,1.0,1.0,4.0,0.0,1.0,0,0.0023,Low,0
PRV51736,21,21,2,0,21,267.6190476190476,5620,1600,0.0,0.0,0.0,0.0,21,10,7,77.95238095238095,0.0,1.619047619047619,1.380952380952381,1.5238095238095237,1.7619047619047619,1.1428571428571428,1.0,10.5,0.0,1.0,0,0.0028,Low,0
PRV51737,152,106,4,0,152,330.92105263157896,50300,3300,2.5,0.0,0.0,1.3157894736842106,135,70,45,72.23026315789474,0.006578947368421052,1.6776315789473684,1.4013157894736843,1.605263157894737,1.881578947368421,1.2894736842105263,1.4339622641509433,38.0,0.0,0.8881578947368421,0,0.0106,Low,0
PRV51738,16,14,2,0,16,53.125,850,100,0.0,0.0,0.0,0.6875,15,12,7,75.3125,0.0,1.625,1.6875,1.9375,1.875,1.5,1.1428571428571428,8.0,0.0,0.9375,0,0.0006,Low,0
PRV51739,74,72,6,0,74,185.13513513513513,13700,1300,1.4864864864864864,0.0,0.0,0.5135135135135135,65,35,20,72.54054054054055,0.0,1.5135135135135136,1.364864864864865,1.5405405405405406,1.8918918918918919,1.3108108108108107,1.0277777777777777,12.333333333333334,0.0,0.8783783783783784,0,0.0018,Low,0
PRV51740,57,51,3,0,57,245.78947368421052,14010,2800,6.140350877192983,0.0,0.0,1.9473684210526316,50,27,17,72.78947368421052,0.03508771929824561,1.6666666666666667,1.5964912280701755,1.6491228070175439,1.894736842105263,1.2456140350877194,1.1176470588235294,19.0,0.0,0.8771929824561403,0,0.0022,Low,0
PRV51741,35,34,2,0,35,148.28571428571428,5190,800,0.0,0.0,0.0,2.057142857142857,34,23,10,72.91428571428571,0.0,1.7142857142857142,1.5142857142857142,1.5714285714285714,1.8285714285714285,1.2857142857142858,1.0294117647058822,17.5,0.0,0.9714285714285714,0,0.0005,Low,0
PRV51742,13,13,4,0,13,217.69230769230768,2830,1900,3.8461538461538463,0.0,0.0,1.6153846153846154,12,9,7,80.53846153846153,0.0,1.6923076923076923,1.4615384615384615,1.5384615384615385,1.9230769230769231,1.3076923076923077,1.0,3.25,0.0,0.9230769230769231,0,0.0005,Low,0
PRV51743,118,115,1,0,118,248.98305084745763,29380,3300,3.305084745762712,0.0,0.0,0.4491525423728814,104,57,34,72.88983050847457,0.025423728813559324,1.5593220338983051,1.4830508474576272,1.6271186440677967,1.88135593220339,1.3644067796610169,1.0260869565217392,118.0,0.0,0.8813559322033898,0,0.0016,Low,0
PRV51744,5,5,1,0,5,132.0,660,300,0.0,0.0,0.0,0.6,5,4,3,74.8,0.0,1.8,1.4,1.6,1.8,1.4,1.0,5.0,0.0,1.0,0,0.0008,Low,0
PRV51745,13,12,3,0,13,176.15384615384616,2290,800,15.384615384615385,0.0,0.0,0.3076923076923077,12,4,5,74.76923076923077,0.0,1.7692307692307692,1.8461538461538463,1.6923076923076923,1.8461538461538463,1.3846153846153846,1.0833333333333333,4.333333333333333,0.0,0.9230769230769231,0,0.0014,Low,0
PRV51746,26,25,3,0,26,403.46153846153845,10490,3100,0.0,0.0,0.0,2.576923076923077,25,16,8,73.42307692307692,0.0,1.5384615384615385,1.4230769230769231,1.7307692307692308,1.8076923076923077,1.2692307692307692,1.04,8.666666666666666,0.0,0.9615384615384616,0,0.0008,Low,0
PRV51747,4,4,1,0,4,375.0,1500,500,0.0,0.0,0.0,0.0,4,2,1,65.5,0.0,1.25,1.75,1.5,1.75,1.25,1.0,4.0,0.0,1.0,0,0.0002,Low,0
PRV51748,18,18,1,0,18,447.77777777777777,8060,3300,0.0,0.0,0.0,1.6111111111111112,17,10,8,73.72222222222223,0.0,1.4444444444444444,1.2222222222222223,1.7222222222222223,1.7222222222222223,1.2222222222222223,1.0,18.0,0.0,0.9444444444444444,0,0.0002,Low,0
PRV51749,6,6,2,0,6,463.3333333333333,2780,2200,13.333333333333334,0.0,0.0,3.3333333333333335,6,2,1,71.66666666666667,0.0,1.6666666666666667,1.5,1.5,2.0,1.1666666666666667,1.0,3.0,0.0,1.0,0,0.0006,Low,0
PRV51750,3,3,1,0,3,533.3333333333334,1600,1100,26.666666666666668,0.0,0.0,0.0,3,3,2,77.33333333333333,0.0,1.6666666666666667,1.6666666666666667,2.0,2.0,1.6666666666666667,1.0,3.0,0.0,1.0,0,0.001,Low,0
PRV51751,2,2,2,0,2,450.0,900,500,0.0,0.0,0.0,3.5,2,2,0,75.0,0.0,2.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,1.0,0,0.0002,Low,0
PRV51752,87,69,3,0,87,376.32183908045977,32740,3300,1.7241379310344827,0.0,0.0,1.9425287356321839,84,35,32,72.6896551724138,0.011494252873563218,1.632183908045977,1.3908045977011494,1.5977011494252873,1.896551724137931,1.2758620689655173,1.2608695652173914,29.0,0.0,0.9655172413793104,0,0.0045,Low,0
PRV51753,4,4,1,0,4,302.5,1210,700,0.0,0.0,0.0,5.25,4,2,2,75.0,0.0,1.75,1.25,1.75,2.0,1.5,1.0,4.0,0.0,1.0,0,0.0002,Low,0
PRV51754,9,9,1,0,9,235.55555555555554,2120,1000,0.0,0.0,0.0,0.0,9,6,3,68.77777777777777,0.0,1.7777777777777777,1.4444444444444444,1.5555555555555556,1.8888888888888888,1.2222222222222223,1.0,9.0,0.0,1.0,0,0.0008,Low,0
PRV51755,6,6,1,0,6,98.33333333333333,590,200,0.0,0.0,0.0,3.3333333333333335,5,4,1,69.5,0.0,1.8333333333333333,1.1666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.0,6.0,0.0,0.8333333333333334,0,0.0004,Low,0
PRV51758,7,7,3,0,7,130.0,910,300,0.0,0.0,0.0,2.857142857142857,7,6,4,77.57142857142857,0.0,1.5714285714285714,1.5714285714285714,1.4285714285714286,2.0,1.2857142857142858,1.0,2.3333333333333335,0.0,1.0,0,0.0002,Low,0
PRV51759,13,13,2,0,13,83.84615384615384,1090,200,0.0,0.0,0.0,1.5384615384615385,11,8,4,73.76923076923077,0.0,1.3846153846153846,1.3846153846153846,1.3076923076923077,1.9230769230769231,1.3076923076923077,1.0,6.5,0.0,0.8461538461538461,0,0.0011,Low,0
PRV51761,11,11,2,0,11,170.0,1870,600,0.0,0.0,0.0,1.9090909090909092,11,7,5,66.54545454545455,0.0,1.7272727272727273,1.6363636363636365,1.5454545454545454,1.8181818181818181,1.0909090909090908,1.0,5.5,0.0,1.0,0,0.0002,Low,0
PRV51762,14,14,2,0,14,221.42857142857142,3100,1800,0.0,0.0,0.0,0.07142857142857142,13,10,7,76.07142857142857,0.0,1.7142857142857142,1.5,1.7142857142857142,1.7142857142857142,1.3571428571428572,1.0,7.0,0.0,0.9285714285714286,0,0.0004,Low,0
PRV51763,11,11,1,0,11,360.0,3960,2300,0.0,0.0,0.0,0.6363636363636364,10,8,5,67.0,0.0,1.6363636363636365,1.5454545454545454,1.8181818181818181,1.9090909090909092,1.4545454545454546,1.0,11.0,0.0,0.9090909090909091,0,0.0003,Low,0
PRV51764,33,33,1,0,33,183.63636363636363,6060,1500,3.0303030303030303,0.0,0.0,1.5151515151515151,31,20,10,73.12121212121212,0.0,1.6363636363636365,1.393939393939394,1.606060606060606,1.7272727272727273,1.2424242424242424,1.0,33.0,0.0,0.9393939393939394,0,0.0005,Low,0
PRV51765,14,14,2,0,14,205.0,2870,1700,0.0,0.0,0.0,0.07142857142857142,14,9,6,72.35714285714286,0.0,1.7142857142857142,1.4285714285714286,1.6428571428571428,2.0,1.2142857142857142,1.0,7.0,0.0,1.0,0,0.0014,Low,0
PRV51766,23,23,1,0,23,99.56521739130434,2290,500,0.0,0.0,0.0,2.260869565217391,22,12,8,75.65217391304348,0.0,1.5217391304347827,1.434782608695652,1.826086956521739,1.826086956521739,1.2173913043478262,1.0,23.0,0.0,0.9565217391304348,0,0.0004,Low,0
PRV51767,12,12,2,0,12,338.3333333333333,4060,2870,16.666666666666668,0.0,0.0,0.08333333333333333,12,8,6,71.66666666666667,0.0,1.75,1.5,1.75,1.8333333333333333,1.1666666666666667,1.0,6.0,0.0,1.0,0,0.0004,Low,0
PRV51769,15,15,7,0,15,320.0,4800,3000,0.0,0.0,0.0,0.2,15,7,6,72.66666666666667,0.0,1.8,1.3333333333333333,1.5333333333333334,1.8,1.3333333333333333,1.0,2.142857142857143,0.0,1.0,0,0.0013,Low,0
PRV51770,15,15,10,0,15,454.6666666666667,6820,3300,8.666666666666666,0.0,0.0,1.6666666666666667,14,10,7,69.73333333333333,0.0,1.7333333333333334,1.4,1.6666666666666667,1.8,1.4,1.0,1.5,0.0,0.9333333333333333,0,0.0062,Low,0
PRV51771,40,34,1,0,40,213.25,8530,2300,1.5,0.0,0.0,0.675,38,23,12,73.725,0.0,1.675,1.525,1.675,1.9,1.425,1.1764705882352942,40.0,0.0,0.95,0,0.0009,Low,0
PRV51773,5,5,2,0,5,152.0,760,400,0.0,0.0,0.0,0.0,5,3,3,80.0,0.0,1.8,1.6,1.8,1.8,1.2,1.0,2.5,0.0,1.0,0,1e-04,Low,0
PRV51774,3,3,2,0,3,996.6666666666666,2990,2800,0.0,0.0,0.0,6.666666666666667,3,2,1,73.66666666666667,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.5,0.0,1.0,0,0.0003,Low,0
PRV51775,39,36,1,0,39,246.4102564102564,9610,2700,5.641025641025641,0.0,0.0,0.46153846153846156,38,22,9,73.64102564102564,0.02564102564102564,1.641025641025641,1.358974358974359,1.5897435897435896,1.8974358974358974,1.205128205128205,1.0833333333333333,39.0,0.0,0.9743589743589743,0,0.0036,Low,0
PRV51776,54,31,1,0,54,234.07407407407408,12640,1400,1.4814814814814814,0.0,0.0,0.9629629629629629,53,32,20,73.62962962962963,0.0,1.6481481481481481,1.5,1.6851851851851851,1.8518518518518519,1.4814814814814814,1.7419354838709677,54.0,0.0,0.9814814814814815,0,0.0069,Low,0
PRV51778,3,3,1,0,3,83.33333333333333,250,200,0.0,0.0,0.0,0.0,3,2,2,70.33333333333333,0.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,3.0,0.0,1.0,0,0.0007,Low,0
PRV51779,24,22,4,0,24,320.4166666666667,7690,2100,0.0,0.0,0.0,1.7083333333333333,24,15,12,75.41666666666667,0.0,1.6666666666666667,1.375,1.5,1.9583333333333333,1.2916666666666667,1.0909090909090908,6.0,0.0,1.0,0,0.001,Low,0
PRV51780,34,16,2,0,34,150.58823529411765,5120,1300,1.1764705882352942,0.0,0.0,0.0,32,17,12,72.23529411764706,0.0,1.7058823529411764,1.5294117647058822,1.7058823529411764,1.9705882352941178,1.3529411764705883,2.125,17.0,0.0,0.9411764705882353,0,0.0005,Low,0
PRV51781,24,20,1,0,24,125.0,3000,1000,4.166666666666667,0.0,0.0,1.7916666666666667,22,12,10,71.75,0.08333333333333333,1.5833333333333333,1.5,1.4583333333333333,1.8333333333333333,1.25,1.2,24.0,0.0,0.9166666666666666,0,0.0013,Low,0
PRV51784,8,7,2,0,8,477.5,3820,2000,0.0,0.0,0.0,3.125,8,5,3,69.0,0.0,1.625,1.375,1.5,1.75,1.25,1.1428571428571428,4.0,0.0,1.0,0,0.0026,Low,0
PRV51786,5,4,2,0,5,56.0,280,90,14.0,0.0,0.0,2.8,5,2,0,64.6,0.0,1.4,1.8,2.0,1.6,1.2,1.25,2.5,0.0,1.0,0,0.0008,Low,0
PRV51787,3,3,1,0,3,50.0,150,60,0.0,0.0,0.0,4.666666666666667,3,1,1,76.0,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,3.0,0.0,1.0,0,0.0008,Low,0
PRV51788,139,85,1,0,139,279.0647482014389,38790,3300,1.5827338129496402,0.0,0.0,1.0359712230215827,123,77,52,73.57553956834532,0.050359712230215826,1.5971223021582734,1.330935251798561,1.5539568345323742,1.8992805755395683,1.2446043165467626,1.6352941176470588,139.0,0.0,0.8848920863309353,0,0.0886,Low,0
PRV51789,32,28,1,0,32,216.875,6940,3300,2.5,0.0,0.0,0.15625,28,16,13,74.90625,0.0,1.71875,1.53125,1.71875,1.96875,1.28125,1.1428571428571428,32.0,0.0,0.875,0,0.0014,Low,0
PRV51790,76,74,7,0,76,244.47368421052633,18580,2200,0.6578947368421053,0.0,0.0,0.9210526315789473,68,46,29,72.78947368421052,0.02631578947368421,1.618421052631579,1.263157894736842,1.5657894736842106,1.8289473684210527,1.263157894736842,1.027027027027027,10.857142857142858,0.0,0.8947368421052632,0,0.0077,Low,0
PRV51792,46,26,3,0,46,465.0,21390,3300,4.3478260869565215,0.0,0.0,2.4130434782608696,42,27,16,74.54347826086956,0.0,1.8043478260869565,1.3043478260869565,1.5217391304347827,1.891304347826087,1.3043478260869565,1.7692307692307692,15.333333333333334,0.0,0.9130434782608695,0,0.0042,Low,0
